Ticker,Date,Instrument,Total Debt,Total Assets,Leverage
CCH.L,2022-06-30,CCH.L,2937400000,8514300000.0,0.3449960654428432
CCH.L,2022-09-30,CCH.L,2937400000,8514300000.0,0.3449960654428432
CCH.L,2022-12-31,CCH.L,2937400000,8514300000.0,0.3449960654428432
CCH.L,2023-03-31,CCH.L,3419900000,9855700000.0,0.3469971691508467
CCH.L,2023-06-30,CCH.L,3419900000,9855700000.0,0.3469971691508467
CCH.L,2023-09-30,CCH.L,3419900000,9855700000.0,0.3469971691508467
CCH.L,2023-12-31,CCH.L,3419900000,9855700000.0,0.3469971691508467
CCH.L,2024-03-31,CCH.L,3424500000,9879600000.0,0.3466233450746994
CCH.L,2024-06-30,CCH.L,3424500000,9879600000.0,0.3466233450746994
CCH.L,2024-09-30,CCH.L,3424500000,9879600000.0,0.3466233450746994
CCH.L,2024-12-31,CCH.L,3424500000,9879600000.0,0.3466233450746994
HNKG.DE,2022-03-31,HNKG.DE,2838000000,32674000000.0,0.08685805227397932
HNKG.DE,2022-06-30,HNKG.DE,2838000000,32674000000.0,0.08685805227397932
HNKG.DE,2022-09-30,HNKG.DE,2838000000,32674000000.0,0.08685805227397932
HNKG.DE,2022-12-31,HNKG.DE,2838000000,32674000000.0,0.08685805227397932
HNKG.DE,2023-03-31,HNKG.DE,3587000000,33170000000.0,0.10813988543864939
HNKG.DE,2023-06-30,HNKG.DE,3587000000,33170000000.0,0.10813988543864939
HNKG.DE,2023-09-30,HNKG.DE,3587000000,33170000000.0,0.10813988543864939
HNKG.DE,2023-12-31,HNKG.DE,3587000000,33170000000.0,0.10813988543864939
HNKG.DE,2024-03-31,HNKG.DE,2892000000,31728000000.0,0.09114977307110439
HNKG.DE,2024-06-30,HNKG.DE,2892000000,31728000000.0,0.09114977307110439
HNKG.DE,2024-09-30,HNKG.DE,2892000000,31728000000.0,0.09114977307110439
HNKG.DE,2024-12-31,HNKG.DE,2892000000,31728000000.0,0.09114977307110439
ABF.L,2022-03-31,ABF.L,3687000000,16895000000.0,0.2182302456348032
ABF.L,2022-06-30,ABF.L,3687000000,16895000000.0,0.2182302456348032
ABF.L,2022-09-30,ABF.L,3687000000,16895000000.0,0.2182302456348032
ABF.L,2022-12-31,ABF.L,3889000000,19775000000.0,0.19666245259165613
ABF.L,2023-03-31,ABF.L,3889000000,19775000000.0,0.19666245259165613
ABF.L,2023-06-30,ABF.L,3889000000,19775000000.0,0.19666245259165613
ABF.L,2023-09-30,ABF.L,3889000000,19775000000.0,0.19666245259165613
ABF.L,2023-12-31,ABF.L,3722000000,18844000000.0,0.19751645085969008
ABF.L,2024-03-31,ABF.L,3722000000,18844000000.0,0.19751645085969008
ABF.L,2024-06-30,ABF.L,3722000000,18844000000.0,0.19751645085969008
ABF.L,2024-09-30,ABF.L,3722000000,18844000000.0,0.19751645085969008
ABF.L,2024-12-31,ABF.L,3678000000,19014000000.0,0.19343641527295677
CARR.PA,2022-03-31,CARR.PA,15831000000,47668000000.0,0.3321095913401024
CARR.PA,2022-06-30,CARR.PA,15831000000,47668000000.0,0.3321095913401024
CARR.PA,2022-09-30,CARR.PA,15831000000,47668000000.0,0.3321095913401024
CARR.PA,2022-12-31,CARR.PA,15831000000,47668000000.0,0.3321095913401024
CARR.PA,2023-03-31,CARR.PA,19081000000,56558000000.0,0.3373704869337671
