Instrument,Price To Book Value Per Share (Daily Time Series Ratio),Date
ESSITYb.ST,3.09346698435578,2023-06-11
ESSITYb.ST,3.14147846488899,2023-06-18
ESSITYb.ST,3.11747272462239,2023-06-25
ESSITYb.ST,3.13274910479205,2023-07-02
ESSITYb.ST,3.05200252389528,2023-07-09
ESSITYb.ST,3.06291422401647,2023-07-16
ESSITYb.ST,2.58115982891821,2023-07-23
ESSITYb.ST,2.61676203345501,2023-07-30
ESSITYb.ST,2.52182282135687,2023-08-06
ESSITYb.ST,2.55643607576765,2023-08-13
ESSITYb.ST,2.58214877904423,2023-08-20
ESSITYb.ST,2.521822821,2023-08-27
ESSITYb.ST,2.50501066921449,2023-09-03
ESSITYb.ST,2.422927809,2023-09-10
ESSITYb.ST,2.40314880623419,2023-09-17
ESSITYb.ST,2.30227589337992,2023-09-24
ESSITYb.ST,2.33293334728661,2023-10-01
ESSITYb.ST,2.31216539464014,2023-10-08
ESSITYb.ST,2.37743610295761,2023-10-15
ESSITYb.ST,2.38238085358773,2023-10-22
ESSITYb.ST,2.40036423976199,2023-10-29
ESSITYb.ST,2.48598728520141,2023-11-05
ESSITYb.ST,2.43636483841266,2023-11-12
ESSITYb.ST,2.48598728520141,2023-11-19
ESSITYb.ST,2.53366375368473,2023-11-26
ESSITYb.ST,2.54825859097554,2023-12-03
ESSITYb.ST,2.56188043911363,2023-12-10
ESSITYb.ST,2.45095967570347,2023-12-17
ESSITYb.ST,2.41398608790008,2023-12-24
ESSITYb.ST,2.43247288180177,2023-12-31
ESSITYb.ST,2.48890625265958,2024-01-07
ESSITYb.ST,2.56674538487723,2024-01-14
ESSITYb.ST,2.41204010959464,2024-01-21
ESSITYb.ST,2.31376820516985,2024-01-28
ESSITYb.ST,2.31571418347529,2024-02-04
ESSITYb.ST,2.31279521601713,2024-02-11
ESSITYb.ST,2.32739005330794,2024-02-18
ESSITYb.ST,2.37020157602765,2024-02-25
ESSITYb.ST,2.40108617392696,2024-03-03
ESSITYb.ST,2.46354217267072,2024-03-10
ESSITYb.ST,2.47940401362152,2024-03-17
ESSITYb.ST,2.39712071368926,2024-03-24
ESSITYb.ST,2.52004998105794,2024-03-31
ESSITYb.ST,2.58548007497998,2024-04-07
ESSITYb.ST,2.50418814010714,2024-04-14
ESSITYb.ST,2.52302407623621,2024-04-21
ESSITYb.ST,2.31888106271735,2024-04-28
ESSITYb.ST,2.36099565577634,2024-05-05
ESSITYb.ST,2.39881284138033,2024-05-12
ESSITYb.ST,2.39881284138033,2024-05-19
ESSITYb.ST,2.34810343341134,2024-05-26
ESSITYb.ST,2.31630261824435,2024-06-02
ESSITYb.ST,2.43748950847532,2024-06-09
ESSITYb.ST,2.39451543392533,2024-06-16
ESSITYb.ST,2.37990424857833,2024-06-23
ESSITYb.ST,2.33263276657335,2024-06-30
ESSITYb.ST,2.34982239639334,2024-07-07
ESSITYb.ST,2.42029987865532,2024-07-14
ESSITYb.ST,2.53953756407554,2024-07-21
ESSITYb.ST,2.57235464989362,2024-07-28
ESSITYb.ST,2.56814733119899,2024-08-04
ESSITYb.ST,2.52439121677489,2024-08-11
ESSITYb.ST,2.51765950686349,2024-08-18
ESSITYb.ST,2.53112292668629,2024-08-25
ESSITYb.ST,2.62200101049019,2024-09-01
ESSITYb.ST,2.69100103708203,2024-09-08
ESSITYb.ST,2.70109860194913,2024-09-15
ESSITYb.ST,2.66154980621966,2024-09-22
ESSITYb.ST,2.62789125666266,2024-09-29
ESSITYb.ST,2.59844002580029,2024-10-06
ESSITYb.ST,2.62284247422911,2024-10-13
ESSITYb.ST,2.63798882152976,2024-10-20
ESSITYb.ST,2.55090897860488,2024-10-27
ESSITYb.ST,2.53834704995121,2024-11-03
ESSITYb.ST,2.47469994477263,2024-11-10
ESSITYb.ST,2.48809933533654,2024-11-17
ESSITYb.ST,2.53080989275901,2024-11-24
ESSITYb.ST,2.51406065455412,2024-12-01
ESSITYb.ST,2.5626334453483,2024-12-08
ESSITYb.ST,2.49647395443898,2024-12-15
ESSITYb.ST,2.45795070656774,2024-12-22
ESSITYb.ST,2.48726187342629,2024-12-29
ESSITYb.ST,2.48474948769556,2025-01-05
ESSITYb.ST,2.44622623982431,2025-01-12
ESSITYb.ST,2.51489811646436,2025-01-19
ESSITYb.ST,2.21644192271973,2025-01-26
HNKG_p.DE,1.680695852,2022-01-02
HNKG_p.DE,1.752988926,2022-01-09
HNKG_p.DE,1.945297954,2022-01-16
HNKG_p.DE,1.818194444,2022-01-23
HNKG_p.DE,1.6490381,2022-01-30
HNKG_p.DE,1.673135792,2022-02-06
HNKG_p.DE,1.786536693,2022-02-13
HNKG_p.DE,1.74212134,2022-02-20
HNKG_p.DE,1.586002049,2022-02-27
HNKG_p.DE,1.386870681,2022-03-06
HNKG_p.DE,1.416387941,2022-03-13
HNKG_p.DE,1.382024563,2022-03-20
HNKG_p.DE,1.341933956,2022-03-27
HNKG_p.DE,1.330479497,2022-04-03
HNKG_p.DE,1.35515064,2022-04-10
HNKG_p.DE,1.311535583,2022-04-17
HNKG_p.DE,1.33356339,2022-04-24
HNKG_p.DE,1.351626191,2022-05-01
HNKG_p.DE,1.352066747,2022-05-08
HNKG_p.DE,1.385549012,2022-05-15
HNKG_p.DE,1.360877869,2022-05-22
HNKG_p.DE,1.358234533,2022-05-29
HNKG_p.DE,1.378500114,2022-06-05
HNKG_p.DE,1.32210893,2022-06-12
HNKG_p.DE,1.283339991,2022-06-19
HNKG_p.DE,1.329598385,2022-06-26
HNKG_p.DE,1.308011134,2022-07-03
HNKG_p.DE,1.36308065,2022-07-10
HNKG_p.DE,1.345017849,2022-07-17
HNKG_p.DE,1.349863966,2022-07-24
HNKG_p.DE,1.371891773,2022-07-31
HNKG_p.DE,1.405814594,2022-08-07
HNKG_p.DE,1.426961288,2022-08-14
HNKG_p.DE,1.403648726,2022-08-21
HNKG_p.DE,1.374546634,2022-08-28
HNKG_p.DE,1.326886686,2022-09-04
HNKG_p.DE,1.315498911,2022-09-11
HNKG_p.DE,1.318029528,2022-09-18
HNKG_p.DE,1.288083897,2022-09-25
HNKG_p.DE,1.286818589,2022-10-02
HNKG_p.DE,1.283866203,2022-10-09
HNKG_p.DE,1.310437678,2022-10-16
HNKG_p.DE,1.314655372,2022-10-23
HNKG_p.DE,1.338274462,2022-10-30
HNKG_p.DE,1.317607759,2022-11-06
HNKG_p.DE,1.406601112,2022-11-13
HNKG_p.DE,1.412505885,2022-11-20
HNKG_p.DE,1.442873285,2022-11-27
HNKG_p.DE,1.46227468,2022-12-04
HNKG_p.DE,1.426002507,2022-12-11
HNKG_p.DE,1.384669101,2022-12-18
HNKG_p.DE,1.390995643,2022-12-25
HNKG_p.DE,1.371172479,2023-01-01
HNKG_p.DE,1.375811943,2023-01-08
HNKG_p.DE,1.37032894,2023-01-15
HNKG_p.DE,1.388043257,2023-01-22
HNKG_p.DE,1.360628242,2023-01-29
HNKG_p.DE,1.383825562,2023-02-05
HNKG_p.DE,1.382138484,2023-02-12
HNKG_p.DE,1.417988887,2023-02-19
HNKG_p.DE,1.44624744,2023-02-26
HNKG_p.DE,1.459322293,2023-03-05
HNKG_p.DE,1.428336602,2023-03-12
HNKG_p.DE,1.376213665,2023-03-19
HNKG_p.DE,1.455238763,2023-03-26
HNKG_p.DE,1.514507586,2023-04-02
HNKG_p.DE,1.564528791,2023-04-09
HNKG_p.DE,1.564949137,2023-04-16
HNKG_p.DE,1.580081603,2023-04-23
HNKG_p.DE,1.540148708,2023-04-30
HNKG_p.DE,1.550657364,2023-05-07
HNKG_p.DE,1.58596645,2023-05-14
HNKG_p.DE,1.647757351,2023-05-21
HNKG_p.DE,1.603200647,2023-05-28
HNKG_p.DE,1.572095024,2023-06-04
HNKG_p.DE,1.571254331,2023-06-11
HNKG_p.DE,1.550657364,2023-06-18
HNKG_p.DE,1.513246547,2023-06-25
HNKG_p.DE,1.539728361,2023-07-02
HNKG_p.DE,1.476676422,2023-07-09
HNKG_p.DE,1.503998929,2023-07-16
HNKG_p.DE,1.488025771,2023-07-23
HNKG_p.DE,1.492229234,2023-07-30
HNKG_p.DE,1.449353915,2023-08-06
HNKG_p.DE,1.51403425,2023-08-13
HNKG_p.DE,1.548013996,2023-08-20
HNKG_p.DE,1.546723626,2023-08-27
HNKG_p.DE,1.530809061,2023-09-03
HNKG_p.DE,1.533819925,2023-09-10
HNKG_p.DE,1.47446290035983,2023-09-17
HNKG_p.DE,1.45639771896685,2023-09-24
HNKG_p.DE,1.45080611520236,2023-10-01
HNKG_p.DE,1.47704364055882,2023-10-08
HNKG_p.DE,1.43962290767338,2023-10-15
HNKG_p.DE,1.43489155064188,2023-10-22
HNKG_p.DE,1.44650488153737,2023-10-29
HNKG_p.DE,1.46112907599835,2023-11-05
HNKG_p.DE,1.52048610057526,2023-11-12
HNKG_p.DE,1.53295967820374,2023-11-19
HNKG_p.DE,1.52693795107275,2023-11-26
HNKG_p.DE,1.56952016435619,2023-12-03
HNKG_p.DE,1.56435868395819,2023-12-10
HNKG_p.DE,1.5596273269267,2023-12-17
HNKG_p.DE,1.56306831385869,2023-12-24
HNKG_p.DE,1.56693942415719,2023-12-31
HNKG_p.DE,1.56909004098969,2024-01-07
HNKG_p.DE,1.60134929347714,2024-01-14
HNKG_p.DE,1.5570465867277,2024-01-21
HNKG_p.DE,1.54629350256522,2024-01-28
HNKG_p.DE,1.51016313977927,2024-02-04
HNKG_p.DE,1.52220659404125,2024-02-11
HNKG_p.DE,1.51274387997827,2024-02-18
HNKG_p.DE,1.51145350987877,2024-02-25
HNKG_p.DE,1.51403425007777,2024-03-03
HNKG_p.DE,1.52643377273518,2024-03-10
HNKG_p.DE,1.56937261576303,2024-03-17
HNKG_p.DE,1.51717245365074,2024-03-24
HNKG_p.DE,1.56810970861515,2024-03-31
HNKG_p.DE,1.53022249417881,2024-04-07
HNKG_p.DE,1.51254179410852,2024-04-14
HNKG_p.DE,1.52011923699579,2024-04-21
HNKG_p.DE,1.53990478231254,2024-04-28
HNKG_p.DE,1.66998421854398,2024-05-05
HNKG_p.DE,1.73186666879,2024-05-12
HNKG_p.DE,1.76764903797987,2024-05-19
HNKG_p.DE,1.75838771889544,2024-05-26
HNKG_p.DE,1.74954736886029,2024-06-02
HNKG_p.DE,1.77943617136007,2024-06-09
HNKG_p.DE,1.74828446171241,2024-06-16
HNKG_p.DE,1.72555213305061,2024-06-23
HNKG_p.DE,1.75165221410675,2024-06-30
HNKG_p.DE,1.72471019495202,2024-07-07
HNKG_p.DE,1.72765697829707,2024-07-14
HNKG_p.DE,1.7373392664308,2024-07-21
HNKG_p.DE,1.69608429960012,2024-07-28
HNKG_p.DE,1.62788731361471,2024-08-04
HNKG_p.DE,1.63083409695976,2024-08-11
HNKG_p.DE,1.59990815092373,2024-08-18
HNKG_p.DE,1.66049832654725,2024-08-25
HNKG_p.DE,1.69406855898731,2024-09-01
HNKG_p.DE,1.66295468501847,2024-09-08
HNKG_p.DE,1.64535078264137,2024-09-15
HNKG_p.DE,1.65476682344773,2024-09-22
HNKG_p.DE,1.70348459979366,2024-09-29
HNKG_p.DE,1.66336407809701,2024-10-06
HNKG_p.DE,1.69079341435901,2024-10-13
HNKG_p.DE,1.73664543915518,2024-10-20
HNKG_p.DE,1.67810222892435,2024-10-27
HNKG_p.DE,1.62610930795012,2024-11-03
HNKG_p.DE,1.59581422013835,2024-11-10
HNKG_p.DE,1.62938445257841,2024-11-17
HNKG_p.DE,1.61505569482961,2024-11-24
HNKG_p.DE,1.65312925113358,2024-12-01
HNKG_p.DE,1.70512217210781,2024-12-08
HNKG_p.DE,1.74647087304008,2024-12-15
HNKG_p.DE,1.7214978952493,2024-12-22
HNKG_p.DE,1.72763879142736,2024-12-29
HNKG_p.DE,1.69365916590877,2025-01-05
HNKG_p.DE,1.72518243295614,2025-01-12
HNKG_p.DE,1.70430338595074,2025-01-19
HNKG_p.DE,1.71494760599271,2025-01-26
BEIG.DE,3.103694082,2022-01-02
BEIG.DE,3.072100825,2022-01-09
BEIG.DE,3.115369851,2022-01-16
BEIG.DE,3.103694082,2022-01-23
BEIG.DE,3.048749288,2022-01-30
BEIG.DE,3.010287931,2022-02-06
BEIG.DE,3.0219637,2022-02-13
BEIG.DE,3.12910605,2022-02-20
BEIG.DE,3.078968925,2022-02-27
BEIG.DE,2.812542148,2022-03-06
BEIG.DE,2.772268657,2022-03-13
BEIG.DE,3.015890265,2022-03-20
BEIG.DE,3.077951054,2022-03-27
BEIG.DE,3.172362681,2022-04-03
BEIG.DE,3.199431748,2022-04-10
BEIG.DE,3.117564324,2022-04-17
BEIG.DE,3.169721796,2022-04-24
BEIG.DE,3.163119584,2022-05-01
BEIG.DE,3.013249381,2022-05-08
BEIG.DE,3.145293613,2022-05-15
BEIG.DE,3.100398574,2022-05-22
BEIG.DE,3.146614055,2022-05-29
BEIG.DE,3.16642069,2022-06-05
BEIG.DE,3.217917941,2022-06-12
BEIG.DE,2.96175213,2022-06-19
BEIG.DE,3.23442347,2022-06-26
BEIG.DE,3.244987008,2022-07-03
BEIG.DE,3.266114085,2022-07-10
BEIG.DE,3.23442347,2022-07-17
BEIG.DE,3.298464922,2022-07-24
BEIG.DE,3.322562995,2022-07-31
BEIG.DE,3.000975982,2022-08-07
BEIG.DE,2.998029516,2022-08-14
BEIG.DE,3.045172978,2022-08-21
BEIG.DE,3.05106591,2022-08-28
BEIG.DE,2.981823951,2022-09-04
BEIG.DE,3.014235081,2022-09-11
BEIG.DE,3.017181547,2022-09-18
BEIG.DE,2.926430384,2022-09-25
BEIG.DE,2.974457785,2022-10-02
BEIG.DE,2.977404252,2022-10-09
BEIG.DE,2.953832521,2022-10-16
BEIG.DE,2.937037663,2022-10-23
BEIG.DE,2.843340032,2022-10-30
BEIG.DE,2.842750739,2022-11-06
BEIG.DE,2.880465509,2022-11-13
BEIG.DE,3.015708314,2022-11-20
BEIG.DE,3.08789674,2022-11-27
BEIG.DE,3.11588817,2022-12-04
BEIG.DE,3.121781103,2022-12-11
BEIG.DE,3.142406368,2022-12-18
BEIG.DE,3.135040202,2022-12-25
BEIG.DE,3.158611932,2023-01-01
BEIG.DE,3.191023062,2023-01-08
BEIG.DE,3.221960959,2023-01-15
BEIG.DE,3.27794382,2023-01-22
BEIG.DE,3.227853892,2023-01-29
BEIG.DE,3.313301416,2023-02-05
BEIG.DE,3.244059457,2023-02-12
BEIG.DE,3.335399914,2023-02-19
BEIG.DE,3.330980214,2023-02-26
BEIG.DE,3.252965847,2023-03-05
BEIG.DE,3.254422616,2023-03-12
BEIG.DE,3.290841849,2023-03-19
BEIG.DE,3.419037547,2023-03-26
BEIG.DE,3.494789551,2023-04-02
BEIG.DE,3.534122322,2023-04-09
BEIG.DE,3.510814013,2023-04-16
BEIG.DE,3.665231559,2023-04-23
BEIG.DE,3.688539867,2023-04-30
BEIG.DE,3.671058636,2023-05-07
BEIG.DE,3.68416956,2023-05-14
BEIG.DE,3.711848176,2023-05-21
BEIG.DE,3.615701402,2023-05-28
BEIG.DE,3.515184321,2023-06-04
BEIG.DE,3.414667239,2023-06-11
BEIG.DE,3.512270782,2023-06-18
BEIG.DE,3.513727551,2023-06-25
BEIG.DE,3.532665552,2023-07-02
BEIG.DE,3.394272469,2023-07-09
BEIG.DE,3.408840162,2023-07-16
BEIG.DE,3.37096416,2023-07-23
BEIG.DE,3.471481242,2023-07-30
BEIG.DE,3.315985822,2023-08-06
BEIG.DE,3.360383959,2023-08-13
BEIG.DE,3.315985822,2023-08-20
BEIG.DE,3.356221633,2023-08-27
BEIG.DE,3.389520236,2023-09-03
BEIG.DE,3.379808143,2023-09-10
BEIG.DE,3.39368256104684,2023-09-17
BEIG.DE,3.49496581000695,2023-09-24
BEIG.DE,3.38952023574711,2023-10-01
BEIG.DE,3.40061976987973,2023-10-08
BEIG.DE,3.38674535221396,2023-10-15
BEIG.DE,3.37564581808134,2023-10-22
BEIG.DE,3.37009605101503,2023-10-29
BEIG.DE,3.42143139637838,2023-11-05
BEIG.DE,3.43253093051099,2023-11-12
BEIG.DE,3.45889232407595,2023-11-19
BEIG.DE,3.56295045656921,2023-11-26
BEIG.DE,3.60041138426678,2023-12-03
BEIG.DE,3.67672068142851,2023-12-10
BEIG.DE,3.69198254086085,2023-12-17
BEIG.DE,3.74331788622419,2023-12-24
BEIG.DE,3.76551695448942,2023-12-31
BEIG.DE,3.71834393442581,2024-01-07
BEIG.DE,3.83350160105168,2024-01-14
BEIG.DE,3.74609276975735,2024-01-21
BEIG.DE,3.72250625972554,2024-01-28
BEIG.DE,3.7488676532905,2024-02-04
BEIG.DE,3.83211415928511,2024-02-11
BEIG.DE,3.8085276492533,2024-02-18
BEIG.DE,3.90564857291368,2024-02-25
BEIG.DE,3.61678426412256,2024-03-03
BEIG.DE,3.68083432456482,2024-03-10
BEIG.DE,3.65357897969578,2024-03-17
BEIG.DE,3.62496086758328,2024-03-24
BEIG.DE,3.67810879007792,2024-03-31
BEIG.DE,3.5527342036803,2024-04-07
BEIG.DE,3.57453847957554,2024-04-14
BEIG.DE,3.70127583321661,2024-04-21
BEIG.DE,3.82937595410113,2024-04-28
BEIG.DE,3.90160261800411,2024-05-05
BEIG.DE,4.0133495319672,2024-05-12
BEIG.DE,3.94384840255113,2024-05-19
BEIG.DE,3.9847314198547,2024-05-26
BEIG.DE,3.93430903184696,2024-06-02
BEIG.DE,3.95338777325529,2024-06-09
BEIG.DE,3.99154525607196,2024-06-16
BEIG.DE,3.84300362653565,2024-06-23
BEIG.DE,3.72171734186839,2024-06-30
BEIG.DE,3.71354073840768,2024-07-07
BEIG.DE,3.77077696263268,2024-07-14
BEIG.DE,3.73670778154637,2024-07-21
BEIG.DE,3.7271684108422,2024-07-28
BEIG.DE,3.57726401406244,2024-08-04
BEIG.DE,3.3617953060847,2024-08-11
BEIG.DE,3.31641974419233,2024-08-18
BEIG.DE,3.4165128954255,2024-08-25
BEIG.DE,3.48991453966316,2024-09-01
BEIG.DE,3.41250916937617,2024-09-08
BEIG.DE,3.38448308703088,2024-09-15
BEIG.DE,3.40583629262729,2024-09-22
BEIG.DE,3.59934971834475,2024-09-29
BEIG.DE,3.5312863755062,2024-10-06
BEIG.DE,3.56598533460037,2024-10-13
BEIG.DE,3.51794062200844,2024-10-20
BEIG.DE,3.44320440242101,2024-10-27
BEIG.DE,3.33777294978874,2024-11-03
BEIG.DE,3.33243464838964,2024-11-10
BEIG.DE,3.31775431954211,2024-11-17
BEIG.DE,3.28038620974839,2024-11-24
BEIG.DE,3.27371333299951,2024-12-01
BEIG.DE,3.28305536044794,2024-12-08
BEIG.DE,3.32843092234031,2024-12-15
BEIG.DE,3.27905163439861,2024-12-22
BEIG.DE,3.28839366184704,2024-12-29
BEIG.DE,3.26837503160041,2025-01-05
BEIG.DE,3.39649426517886,2025-01-12
BEIG.DE,3.36846818283358,2025-01-19
BEIG.DE,3.3617953060847,2025-01-26
LISN.S,6.25859837,2022-01-02
LISN.S,5.976910227,2022-01-09
LISN.S,5.715708495,2022-01-16
LISN.S,5.321345095,2022-01-23
LISN.S,5.44938516,2022-01-30
LISN.S,5.531330802,2022-02-06
LISN.S,5.377682724,2022-02-13
LISN.S,5.305980288,2022-02-20
LISN.S,5.280372275,2022-02-27
LISN.S,5.029413747,2022-03-06
LISN.S,4.574793246,2022-03-13
LISN.S,4.961716058,2022-03-20
LISN.S,5.162005513,2022-03-27
LISN.S,5.143797381,2022-04-03
LISN.S,5.353190903,2022-04-10
LISN.S,5.234838043,2022-04-17
LISN.S,5.09827705,2022-04-24
LISN.S,5.253046175,2022-05-01
LISN.S,4.816050999,2022-05-08
LISN.S,4.797842867,2022-05-15
LISN.S,4.533824948,2022-05-22
LISN.S,4.547481048,2022-05-29
LISN.S,4.474648518,2022-06-05
LISN.S,4.451888353,2022-06-12
LISN.S,4.333535493,2022-06-19
LISN.S,4.529272915,2022-06-26
LISN.S,4.588449345,2022-07-03
LISN.S,4.602105445,2022-07-10
LISN.S,4.538376981,2022-07-17
LISN.S,4.674937974,2022-07-24
LISN.S,5.886637817,2022-07-31
LISN.S,5.682539061,2022-08-07
LISN.S,5.71476518,2022-08-14
LISN.S,5.897379857,2022-08-21
LISN.S,5.773846399,2022-08-28
LISN.S,5.666426001,2022-09-04
LISN.S,5.671797021,2022-09-11
LISN.S,5.403246026,2022-09-18
LISN.S,5.16155013,2022-09-25
LISN.S,5.285083588,2022-10-02
LISN.S,5.209889309,2022-10-09
LISN.S,5.13469503,2022-10-16
LISN.S,5.17766319,2022-10-23
LISN.S,5.16692115,2022-10-30
LISN.S,5.14543707,2022-11-06
LISN.S,5.274341548,2022-11-13
LISN.S,5.306567667,2022-11-20
LISN.S,5.387132966,2022-11-27
LISN.S,5.242115428,2022-12-04
LISN.S,5.193776249,2022-12-11
LISN.S,5.048758712,2022-12-18
LISN.S,5.102468911,2022-12-25
LISN.S,5.102468911,2023-01-01
LISN.S,5.204518289,2023-01-08
LISN.S,5.263599508,2023-01-15
LISN.S,5.387132966,2023-01-22
LISN.S,5.499924384,2023-01-29
LISN.S,5.537521523,2023-02-05
LISN.S,5.408617046,2023-02-12
LISN.S,5.596602742,2023-02-19
LISN.S,5.591231722,2023-02-26
LISN.S,5.580489683,2023-03-05
LISN.S,5.356789529,2023-03-12
LISN.S,5.479017861,2023-03-19
LISN.S,5.564046266,2023-03-26
LISN.S,5.739417352,2023-04-02
LISN.S,5.824445757,2023-04-09
LISN.S,5.824445757,2023-04-16
LISN.S,5.962616916,2023-04-23
LISN.S,5.835074308,2023-04-30
LISN.S,5.909474163,2023-05-07
LISN.S,5.951988365,2023-05-14
LISN.S,5.856331409,2023-05-21
LISN.S,5.803188656,2023-05-28
LISN.S,5.983874017,2023-06-04
LISN.S,5.994502568,2023-06-11
LISN.S,5.781931555,2023-06-18
LISN.S,5.792560105,2023-06-25
LISN.S,5.898845612,2023-07-02
LISN.S,5.633131846,2023-07-09
LISN.S,5.728788802,2023-07-16
LISN.S,5.7075317,2023-07-23
LISN.S,5.700893234,2023-07-30
LISN.S,5.636718076,2023-08-06
LISN.S,5.593934637,2023-08-13
LISN.S,5.529759479,2023-08-20
LISN.S,5.433496741,2023-08-27
LISN.S,5.540455338,2023-09-03
LISN.S,5.551151198,2023-09-10
LISN.S,5.46558432020563,2023-09-17
LISN.S,5.43349674102634,2023-09-24
LISN.S,5.36932158266776,2023-10-01
LISN.S,5.15540438813916,2023-10-08
LISN.S,5.17679610759201,2023-10-15
LISN.S,5.17679610759201,2023-10-22
LISN.S,5.26236298540346,2023-10-29
LISN.S,5.43349674102634,2023-11-05
LISN.S,5.57254291746992,2023-11-12
LISN.S,5.79715597172495,2023-11-19
LISN.S,5.75437253281923,2023-11-26
LISN.S,5.70089323418708,2023-12-03
LISN.S,5.73298081336637,2023-12-10
LISN.S,5.78646011199851,2023-12-17
LISN.S,5.50836775911134,2023-12-24
LISN.S,5.4548884604792,2023-12-31
LISN.S,5.48697603965849,2024-01-07
LISN.S,5.55115119801706,2024-01-14
LISN.S,5.78646011199851,2024-01-21
LISN.S,5.89341870926282,2024-01-28
LISN.S,5.96828972734783,2024-02-04
LISN.S,5.89341870926282,2024-02-11
LISN.S,5.93620214816854,2024-02-18
LISN.S,5.90411456898925,2024-02-25
LISN.S,5.69019737446065,2024-03-03
LISN.S,5.95389562194665,2024-03-10
LISN.S,5.91067314919204,2024-03-17
LISN.S,5.85664505824879,2024-03-24
LISN.S,5.87825629462609,2024-03-31
LISN.S,5.64053269447577,2024-04-07
LISN.S,5.57569898534386,2024-04-14
LISN.S,5.62972707628712,2024-04-21
LISN.S,5.67294954904172,2024-04-28
LISN.S,5.71617202179633,2024-05-05
LISN.S,5.73778325817363,2024-05-12
LISN.S,5.81342258549418,2024-05-19
LISN.S,5.75939449455093,2024-05-26
LISN.S,5.79181134911688,2024-06-02
LISN.S,5.87825629462609,2024-06-09
LISN.S,5.91067314919204,2024-06-16
LISN.S,5.85664505824879,2024-06-23
LISN.S,5.60811583990981,2024-06-30
LISN.S,5.79181134911688,2024-07-07
LISN.S,5.73778325817363,2024-07-14
LISN.S,5.70536640360768,2024-07-21
LISN.S,5.77391324411628,2024-07-28
LISN.S,5.94436086755883,2024-08-04
LISN.S,5.77391324411628,2024-08-11
LISN.S,5.7952191970466,2024-08-18
LISN.S,5.7952191970466,2024-08-25
LISN.S,5.91240193816335,2024-09-01
LISN.S,5.77391324411628,2024-09-08
LISN.S,5.66738347946469,2024-09-15
LISN.S,5.61411859713889,2024-09-22
LISN.S,5.73130133825564,2024-09-29
LISN.S,5.65673050299953,2024-10-06
LISN.S,5.72064836179048,2024-10-13
LISN.S,5.70999538532532,2024-10-20
LISN.S,5.51824180895246,2024-10-27
LISN.S,5.41171204430087,2024-11-03
LISN.S,5.40105906783571,2024-11-10
LISN.S,5.219958467928,2024-11-17
LISN.S,5.2732233502538,2024-11-24
LISN.S,5.32648823257959,2024-12-01
LISN.S,5.25191739732348,2024-12-08
LISN.S,5.2732233502538,2024-12-15
LISN.S,5.18799953853253,2024-12-22
LISN.S,5.30518227964928,2024-12-29
LISN.S,5.34779418550991,2025-01-05
LISN.S,5.219958467928,2025-01-12
LISN.S,5.37975311490539,2025-01-19
LISN.S,5.46497692662666,2025-01-26
LISP.S,6.25859837,2022-01-02
LISP.S,5.976910227,2022-01-09
LISP.S,5.715708495,2022-01-16
LISP.S,5.321345095,2022-01-23
LISP.S,5.44938516,2022-01-30
LISP.S,5.531330802,2022-02-06
LISP.S,5.377682724,2022-02-13
LISP.S,5.305980288,2022-02-20
LISP.S,5.280372275,2022-02-27
LISP.S,5.029413747,2022-03-06
LISP.S,4.574793246,2022-03-13
LISP.S,4.961716058,2022-03-20
LISP.S,5.162005513,2022-03-27
LISP.S,5.143797381,2022-04-03
LISP.S,5.353190903,2022-04-10
LISP.S,5.234838043,2022-04-17
LISP.S,5.09827705,2022-04-24
LISP.S,5.253046175,2022-05-01
LISP.S,4.816050999,2022-05-08
LISP.S,4.797842867,2022-05-15
LISP.S,4.533824948,2022-05-22
LISP.S,4.547481048,2022-05-29
LISP.S,4.474648518,2022-06-05
LISP.S,4.451888353,2022-06-12
LISP.S,4.333535493,2022-06-19
LISP.S,4.529272915,2022-06-26
LISP.S,4.588449345,2022-07-03
LISP.S,4.602105445,2022-07-10
LISP.S,4.538376981,2022-07-17
LISP.S,4.674937974,2022-07-24
LISP.S,5.886637817,2022-07-31
LISP.S,5.682539061,2022-08-07
LISP.S,5.71476518,2022-08-14
LISP.S,5.897379857,2022-08-21
LISP.S,5.773846399,2022-08-28
LISP.S,5.666426001,2022-09-04
LISP.S,5.671797021,2022-09-11
LISP.S,5.403246026,2022-09-18
LISP.S,5.16155013,2022-09-25
LISP.S,5.285083588,2022-10-02
LISP.S,5.209889309,2022-10-09
LISP.S,5.13469503,2022-10-16
LISP.S,5.17766319,2022-10-23
LISP.S,5.16692115,2022-10-30
LISP.S,5.14543707,2022-11-06
LISP.S,5.274341548,2022-11-13
LISP.S,5.306567667,2022-11-20
LISP.S,5.387132966,2022-11-27
LISP.S,5.242115428,2022-12-04
LISP.S,5.193776249,2022-12-11
LISP.S,5.048758712,2022-12-18
LISP.S,5.102468911,2022-12-25
LISP.S,5.102468911,2023-01-01
LISP.S,5.204518289,2023-01-08
LISP.S,5.263599508,2023-01-15
LISP.S,5.387132966,2023-01-22
LISP.S,5.499924384,2023-01-29
LISP.S,5.537521523,2023-02-05
LISP.S,5.408617046,2023-02-12
LISP.S,5.596602742,2023-02-19
LISP.S,5.591231722,2023-02-26
LISP.S,5.580489683,2023-03-05
LISP.S,5.356789529,2023-03-12
LISP.S,5.479017861,2023-03-19
LISP.S,5.564046266,2023-03-26
